dataset;filename;height;width;size
cvc-colondb;289.png;500;574;287000
cvc-colondb;348.png;500;574;287000
cvc-colondb;139.png;500;574;287000
cvc-colondb;309.png;500;574;287000
cvc-colondb;112.png;500;574;287000
cvc-colondb;358.png;500;574;287000
cvc-colondb;287.png;500;574;287000
cvc-colondb;149.png;500;574;287000
cvc-colondb;133.png;500;574;287000
cvc-colondb;173.png;500;574;287000
cvc-colondb;134.png;500;574;287000
cvc-colondb;176.png;500;574;287000
cvc-colondb;144.png;500;574;287000
cvc-colondb;231.png;500;574;287000
cvc-colondb;304.png;500;574;287000
cvc-colondb;169.png;500;574;287000
cvc-colondb;143.png;500;574;287000
cvc-colondb;157.png;500;574;287000
cvc-colondb;129.png;500;574;287000
cvc-colondb;327.png;500;574;287000
cvc-colondb;280.png;500;574;287000
cvc-colondb;14.png;500;574;287000
cvc-colondb;178.png;500;574;287000
cvc-colondb;151.png;500;574;287000
cvc-colondb;317.png;500;574;287000
cvc-colondb;250.png;500;574;287000
cvc-colondb;239.png;500;574;287000
cvc-colondb;325.png;500;574;287000
cvc-colondb;322.png;500;574;287000
cvc-colondb;105.png;500;574;287000
cvc-colondb;355.png;500;574;287000
cvc-colondb;334.png;500;574;287000
cvc-colondb;340.png;500;574;287000
cvc-colondb;313.png;500;574;287000
cvc-colondb;21.png;500;574;287000
cvc-colondb;164.png;500;574;287000
cvc-colondb;126.png;500;574;287000
cvc-colondb;363.png;500;574;287000
cvc-colondb;175.png;500;574;287000
cvc-colondb;220.png;500;574;287000
cvc-colondb;321.png;500;574;287000
cvc-colondb;254.png;500;574;287000
cvc-colondb;294.png;500;574;287000
cvc-colondb;303.png;500;574;287000
cvc-colondb;315.png;500;574;287000
cvc-colondb;24.png;500;574;287000
cvc-colondb;119.png;500;574;287000
cvc-colondb;337.png;500;574;287000
cvc-colondb;246.png;500;574;287000
cvc-colondb;127.png;500;574;287000
cvc-colondb;234.png;500;574;287000
cvc-colondb;2.png;500;574;287000
cvc-colondb;108.png;500;574;287000
cvc-colondb;190.png;500;574;287000
cvc-colondb;194.png;500;574;287000
cvc-colondb;362.png;500;574;287000
cvc-colondb;342.png;500;574;287000
cvc-colondb;210.png;500;574;287000
cvc-colondb;329.png;500;574;287000
cvc-colondb;174.png;500;574;287000
cvc-colondb;104.png;500;574;287000
cvc-colondb;212.png;500;574;287000
cvc-colondb;295.png;500;574;287000
cvc-colondb;206.png;500;574;287000
cvc-colondb;227.png;500;574;287000
cvc-colondb;292.png;500;574;287000
cvc-colondb;111.png;500;574;287000
cvc-colondb;223.png;500;574;287000
cvc-colondb;200.png;500;574;287000
cvc-colondb;113.png;500;574;287000
cvc-colondb;17.png;500;574;287000
cvc-colondb;109.png;500;574;287000
cvc-colondb;103.png;500;574;287000
cvc-colondb;216.png;500;574;287000
cvc-colondb;218.png;500;574;287000
cvc-colondb;209.png;500;574;287000
cvc-colondb;179.png;500;574;287000
cvc-colondb;351.png;500;574;287000
cvc-colondb;165.png;500;574;287000
cvc-colondb;135.png;500;574;287000
cvc-colondb;219.png;500;574;287000
cvc-colondb;356.png;500;574;287000
cvc-colondb;167.png;500;574;287000
cvc-colondb;226.png;500;574;287000
cvc-colondb;332.png;500;574;287000
cvc-colondb;263.png;500;574;287000
cvc-colondb;230.png;500;574;287000
cvc-colondb;345.png;500;574;287000
cvc-colondb;35.png;500;574;287000
cvc-colondb;163.png;500;574;287000
cvc-colondb;369.png;500;574;287000
cvc-colondb;1.png;500;574;287000
cvc-colondb;154.png;500;574;287000
cvc-colondb;100.png;500;574;287000
cvc-colondb;270.png;500;574;287000
cvc-colondb;293.png;500;574;287000
cvc-colondb;205.png;500;574;287000
cvc-colondb;36.png;500;574;287000
cvc-colondb;12.png;500;574;287000
cvc-colondb;136.png;500;574;287000
cvc-colondb;150.png;500;574;287000
cvc-colondb;115.png;500;574;287000
cvc-colondb;170.png;500;574;287000
cvc-colondb;198.png;500;574;287000
cvc-colondb;328.png;500;574;287000
cvc-colondb;196.png;500;574;287000
cvc-colondb;300.png;500;574;287000
cvc-colondb;80.png;500;574;287000
cvc-colondb;360.png;500;574;287000
cvc-colondb;278.png;500;574;287000
cvc-colondb;102.png;500;574;287000
cvc-colondb;107.png;500;574;287000
cvc-colondb;341.png;500;574;287000
cvc-colondb;171.png;500;574;287000
cvc-colondb;307.png;500;574;287000
cvc-colondb;208.png;500;574;287000
cvc-colondb;221.png;500;574;287000
cvc-colondb;128.png;500;574;287000
cvc-colondb;192.png;500;574;287000
cvc-colondb;252.png;500;574;287000
cvc-colondb;262.png;500;574;287000
cvc-colondb;331.png;500;574;287000
cvc-colondb;140.png;500;574;287000
cvc-colondb;118.png;500;574;287000
cvc-colondb;101.png;500;574;287000
cvc-colondb;244.png;500;574;287000
cvc-colondb;33.png;500;574;287000
cvc-colondb;28.png;500;574;287000
cvc-colondb;142.png;500;574;287000
cvc-colondb;350.png;500;574;287000
cvc-colondb;166.png;500;574;287000
cvc-colondb;286.png;500;574;287000
cvc-colondb;349.png;500;574;287000
cvc-colondb;146.png;500;574;287000
cvc-colondb;238.png;500;574;287000
cvc-colondb;177.png;500;574;287000
cvc-colondb;268.png;500;574;287000
cvc-colondb;204.png;500;574;287000
cvc-colondb;266.png;500;574;287000
cvc-colondb;31.png;500;574;287000
cvc-colondb;124.png;500;574;287000
cvc-colondb;354.png;500;574;287000
cvc-colondb;298.png;500;574;287000
cvc-colondb;347.png;500;574;287000
cvc-colondb;182.png;500;574;287000
cvc-colondb;186.png;500;574;287000
cvc-colondb;141.png;500;574;287000
cvc-colondb;255.png;500;574;287000
cvc-colondb;330.png;500;574;287000
cvc-colondb;224.png;500;574;287000
cvc-colondb;324.png;500;574;287000
cvc-colondb;333.png;500;574;287000
cvc-colondb;213.png;500;574;287000
cvc-colondb;125.png;500;574;287000
cvc-colondb;19.png;500;574;287000
cvc-colondb;15.png;500;574;287000
cvc-colondb;184.png;500;574;287000
cvc-colondb;172.png;500;574;287000
cvc-colondb;189.png;500;574;287000
cvc-colondb;222.png;500;574;287000
cvc-colondb;16.png;500;574;287000
cvc-colondb;225.png;500;574;287000
cvc-colondb;183.png;500;574;287000
cvc-colondb;352.png;500;574;287000
cvc-colondb;346.png;500;574;287000
cvc-colondb;138.png;500;574;287000
cvc-colondb;306.png;500;574;287000
cvc-colondb;29.png;500;574;287000
cvc-colondb;18.png;500;574;287000
cvc-colondb;285.png;500;574;287000
cvc-colondb;235.png;500;574;287000
cvc-colondb;277.png;500;574;287000
cvc-colondb;215.png;500;574;287000
cvc-colondb;188.png;500;574;287000
cvc-colondb;299.png;500;574;287000
cvc-colondb;159.png;500;574;287000
cvc-colondb;3.png;500;574;287000
cvc-colondb;310.png;500;574;287000
cvc-colondb;214.png;500;574;287000
cvc-colondb;242.png;500;574;287000
cvc-colondb;10.png;500;574;287000
cvc-colondb;232.png;500;574;287000
cvc-colondb;269.png;500;574;287000
cvc-colondb;323.png;500;574;287000
cvc-colondb;168.png;500;574;287000
cvc-colondb;202.png;500;574;287000
cvc-colondb;44.png;500;574;287000
cvc-colondb;158.png;500;574;287000
cvc-colondb;236.png;500;574;287000
cvc-colondb;26.png;500;574;287000
cvc-colondb;338.png;500;574;287000
cvc-colondb;20.png;500;574;287000
cvc-colondb;319.png;500;574;287000
cvc-colondb;13.png;500;574;287000
cvc-colondb;339.png;500;574;287000
cvc-colondb;359.png;500;574;287000
cvc-colondb;203.png;500;574;287000
cvc-colondb;217.png;500;574;287000
cvc-colondb;312.png;500;574;287000
cvc-colondb;30.png;500;574;287000
cvc-colondb;243.png;500;574;287000
cvc-colondb;279.png;500;574;287000
cvc-colondb;201.png;500;574;287000
cvc-colondb;71.png;500;574;287000
cvc-colondb;82.png;500;574;287000
cvc-colondb;370.png;500;574;287000
cvc-colondb;55.png;500;574;287000
cvc-colondb;375.png;500;574;287000
cvc-colondb;93.png;500;574;287000
cvc-colondb;45.png;500;574;287000
cvc-colondb;48.png;500;574;287000
cvc-colondb;46.png;500;574;287000
cvc-colondb;92.png;500;574;287000
cvc-colondb;91.png;500;574;287000
cvc-colondb;364.png;500;574;287000
cvc-colondb;5.png;500;574;287000
cvc-colondb;366.png;500;574;287000
cvc-colondb;374.png;500;574;287000
cvc-colondb;42.png;500;574;287000
cvc-colondb;74.png;500;574;287000
cvc-colondb;41.png;500;574;287000
cvc-colondb;79.png;500;574;287000
cvc-colondb;97.png;500;574;287000
cvc-colondb;75.png;500;574;287000
cvc-colondb;49.png;500;574;287000
cvc-colondb;85.png;500;574;287000
cvc-colondb;47.png;500;574;287000
cvc-colondb;59.png;500;574;287000
cvc-colondb;380.png;500;574;287000
cvc-colondb;86.png;500;574;287000
cvc-colondb;60.png;500;574;287000
cvc-colondb;37.png;500;574;287000
cvc-colondb;61.png;500;574;287000
cvc-colondb;57.png;500;574;287000
cvc-colondb;53.png;500;574;287000
cvc-colondb;377.png;500;574;287000
cvc-colondb;4.png;500;574;287000
cvc-colondb;58.png;500;574;287000
cvc-colondb;67.png;500;574;287000
cvc-colondb;70.png;500;574;287000
cvc-colondb;72.png;500;574;287000
cvc-colondb;56.png;500;574;287000
cvc-colondb;63.png;500;574;287000
cvc-colondb;38.png;500;574;287000
cvc-colondb;9.png;500;574;287000
cvc-colondb;372.png;500;574;287000
cvc-colondb;379.png;500;574;287000
cvc-colondb;378.png;500;574;287000
cvc-colondb;68.png;500;574;287000
cvc-colondb;95.png;500;574;287000
cvc-colondb;52.png;500;574;287000
cvc-colondb;43.png;500;574;287000
cvc-colondb;98.png;500;574;287000
cvc-colondb;88.png;500;574;287000
cvc-colondb;84.png;500;574;287000
cvc-colondb;76.png;500;574;287000
cvc-colondb;99.png;500;574;287000
cvc-colondb;365.png;500;574;287000
cvc-colondb;78.png;500;574;287000
cvc-colondb;373.png;500;574;287000
cvc-colondb;94.png;500;574;287000
cvc-colondb;65.png;500;574;287000
cvc-colondb;50.png;500;574;287000
cvc-colondb;8.png;500;574;287000
cvc-colondb;376.png;500;574;287000
cvc-colondb;89.png;500;574;287000
cvc-colondb;39.png;500;574;287000
cvc-colondb;54.png;500;574;287000
cvc-colondb;69.png;500;574;287000
cvc-colondb;371.png;500;574;287000
cvc-colondb;64.png;500;574;287000
cvc-colondb;7.png;500;574;287000
cvc-colondb;51.png;500;574;287000
cvc-colondb;40.png;500;574;287000
cvc-colondb;81.png;500;574;287000
cvc-colondb;83.png;500;574;287000
cvc-colondb;90.png;500;574;287000
cvc-colondb;368.png;500;574;287000
cvc-colondb;73.png;500;574;287000
cvc-colondb;96.png;500;574;287000
cvc-colondb;66.png;500;574;287000
cvc-colondb;6.png;500;574;287000
cvc-colondb;77.png;500;574;287000
cvc-colondb;87.png;500;574;287000
cvc-colondb;367.png;500;574;287000
