dataset;filename;height;width;size
cvc-clinicdb;183.tif;288;384;110592
cvc-clinicdb;184.tif;288;384;110592
cvc-clinicdb;185.tif;288;384;110592
cvc-clinicdb;186.tif;288;384;110592
cvc-clinicdb;187.tif;288;384;110592
cvc-clinicdb;188.tif;288;384;110592
cvc-clinicdb;189.tif;288;384;110592
cvc-clinicdb;19.tif;288;384;110592
cvc-clinicdb;190.tif;288;384;110592
cvc-clinicdb;191.tif;288;384;110592
cvc-clinicdb;192.tif;288;384;110592
cvc-clinicdb;193.tif;288;384;110592
cvc-clinicdb;194.tif;288;384;110592
cvc-clinicdb;195.tif;288;384;110592
cvc-clinicdb;196.tif;288;384;110592
cvc-clinicdb;197.tif;288;384;110592
cvc-clinicdb;198.tif;288;384;110592
cvc-clinicdb;199.tif;288;384;110592
cvc-clinicdb;2.tif;288;384;110592
cvc-clinicdb;20.tif;288;384;110592
cvc-clinicdb;200.tif;288;384;110592
cvc-clinicdb;201.tif;288;384;110592
cvc-clinicdb;202.tif;288;384;110592
cvc-clinicdb;203.tif;288;384;110592
cvc-clinicdb;204.tif;288;384;110592
cvc-clinicdb;205.tif;288;384;110592
cvc-clinicdb;206.tif;288;384;110592
cvc-clinicdb;207.tif;288;384;110592
cvc-clinicdb;208.tif;288;384;110592
cvc-clinicdb;209.tif;288;384;110592
cvc-clinicdb;21.tif;288;384;110592
cvc-clinicdb;210.tif;288;384;110592
cvc-clinicdb;211.tif;288;384;110592
cvc-clinicdb;212.tif;288;384;110592
cvc-clinicdb;213.tif;288;384;110592
cvc-clinicdb;214.tif;288;384;110592
cvc-clinicdb;215.tif;288;384;110592
cvc-clinicdb;216.tif;288;384;110592
cvc-clinicdb;217.tif;288;384;110592
cvc-clinicdb;218.tif;288;384;110592
cvc-clinicdb;219.tif;288;384;110592
cvc-clinicdb;22.tif;288;384;110592
cvc-clinicdb;220.tif;288;384;110592
cvc-clinicdb;221.tif;288;384;110592
cvc-clinicdb;222.tif;288;384;110592
cvc-clinicdb;223.tif;288;384;110592
cvc-clinicdb;224.tif;288;384;110592
cvc-clinicdb;225.tif;288;384;110592
cvc-clinicdb;226.tif;288;384;110592
cvc-clinicdb;227.tif;288;384;110592
cvc-clinicdb;228.tif;288;384;110592
cvc-clinicdb;229.tif;288;384;110592
cvc-clinicdb;23.tif;288;384;110592
cvc-clinicdb;230.tif;288;384;110592
cvc-clinicdb;231.tif;288;384;110592
cvc-clinicdb;232.tif;288;384;110592
cvc-clinicdb;233.tif;288;384;110592
cvc-clinicdb;234.tif;288;384;110592
cvc-clinicdb;235.tif;288;384;110592
cvc-clinicdb;236.tif;288;384;110592
cvc-clinicdb;237.tif;288;384;110592
cvc-clinicdb;238.tif;288;384;110592
cvc-clinicdb;239.tif;288;384;110592
cvc-clinicdb;24.tif;288;384;110592
cvc-clinicdb;240.tif;288;384;110592
cvc-clinicdb;241.tif;288;384;110592
cvc-clinicdb;242.tif;288;384;110592
cvc-clinicdb;243.tif;288;384;110592
cvc-clinicdb;244.tif;288;384;110592
cvc-clinicdb;245.tif;288;384;110592
cvc-clinicdb;246.tif;288;384;110592
cvc-clinicdb;247.tif;288;384;110592
cvc-clinicdb;248.tif;288;384;110592
cvc-clinicdb;249.tif;288;384;110592
cvc-clinicdb;25.tif;288;384;110592
cvc-clinicdb;250.tif;288;384;110592
cvc-clinicdb;251.tif;288;384;110592
cvc-clinicdb;252.tif;288;384;110592
cvc-clinicdb;253.tif;288;384;110592
cvc-clinicdb;254.tif;288;384;110592
cvc-clinicdb;255.tif;288;384;110592
cvc-clinicdb;256.tif;288;384;110592
cvc-clinicdb;257.tif;288;384;110592
cvc-clinicdb;258.tif;288;384;110592
cvc-clinicdb;259.tif;288;384;110592
cvc-clinicdb;26.tif;288;384;110592
cvc-clinicdb;260.tif;288;384;110592
cvc-clinicdb;261.tif;288;384;110592
cvc-clinicdb;262.tif;288;384;110592
cvc-clinicdb;263.tif;288;384;110592
cvc-clinicdb;264.tif;288;384;110592
cvc-clinicdb;265.tif;288;384;110592
cvc-clinicdb;266.tif;288;384;110592
cvc-clinicdb;267.tif;288;384;110592
cvc-clinicdb;268.tif;288;384;110592
cvc-clinicdb;269.tif;288;384;110592
cvc-clinicdb;27.tif;288;384;110592
cvc-clinicdb;270.tif;288;384;110592
cvc-clinicdb;271.tif;288;384;110592
cvc-clinicdb;272.tif;288;384;110592
cvc-clinicdb;273.tif;288;384;110592
cvc-clinicdb;274.tif;288;384;110592
cvc-clinicdb;275.tif;288;384;110592
cvc-clinicdb;276.tif;288;384;110592
cvc-clinicdb;277.tif;288;384;110592
cvc-clinicdb;278.tif;288;384;110592
cvc-clinicdb;279.tif;288;384;110592
cvc-clinicdb;28.tif;288;384;110592
cvc-clinicdb;280.tif;288;384;110592
cvc-clinicdb;281.tif;288;384;110592
cvc-clinicdb;282.tif;288;384;110592
cvc-clinicdb;283.tif;288;384;110592
cvc-clinicdb;284.tif;288;384;110592
cvc-clinicdb;285.tif;288;384;110592
cvc-clinicdb;286.tif;288;384;110592
cvc-clinicdb;287.tif;288;384;110592
cvc-clinicdb;288.tif;288;384;110592
cvc-clinicdb;289.tif;288;384;110592
cvc-clinicdb;29.tif;288;384;110592
cvc-clinicdb;290.tif;288;384;110592
cvc-clinicdb;291.tif;288;384;110592
cvc-clinicdb;292.tif;288;384;110592
cvc-clinicdb;293.tif;288;384;110592
cvc-clinicdb;294.tif;288;384;110592
cvc-clinicdb;295.tif;288;384;110592
cvc-clinicdb;296.tif;288;384;110592
cvc-clinicdb;297.tif;288;384;110592
cvc-clinicdb;298.tif;288;384;110592
cvc-clinicdb;299.tif;288;384;110592
cvc-clinicdb;3.tif;288;384;110592
cvc-clinicdb;30.tif;288;384;110592
cvc-clinicdb;300.tif;288;384;110592
cvc-clinicdb;301.tif;288;384;110592
cvc-clinicdb;302.tif;288;384;110592
cvc-clinicdb;303.tif;288;384;110592
cvc-clinicdb;304.tif;288;384;110592
cvc-clinicdb;305.tif;288;384;110592
cvc-clinicdb;306.tif;288;384;110592
cvc-clinicdb;307.tif;288;384;110592
cvc-clinicdb;308.tif;288;384;110592
cvc-clinicdb;309.tif;288;384;110592
cvc-clinicdb;31.tif;288;384;110592
cvc-clinicdb;310.tif;288;384;110592
cvc-clinicdb;311.tif;288;384;110592
cvc-clinicdb;312.tif;288;384;110592
cvc-clinicdb;313.tif;288;384;110592
cvc-clinicdb;314.tif;288;384;110592
cvc-clinicdb;315.tif;288;384;110592
cvc-clinicdb;316.tif;288;384;110592
cvc-clinicdb;317.tif;288;384;110592
cvc-clinicdb;318.tif;288;384;110592
cvc-clinicdb;319.tif;288;384;110592
cvc-clinicdb;32.tif;288;384;110592
cvc-clinicdb;320.tif;288;384;110592
cvc-clinicdb;321.tif;288;384;110592
cvc-clinicdb;322.tif;288;384;110592
cvc-clinicdb;323.tif;288;384;110592
cvc-clinicdb;324.tif;288;384;110592
cvc-clinicdb;325.tif;288;384;110592
cvc-clinicdb;326.tif;288;384;110592
cvc-clinicdb;327.tif;288;384;110592
cvc-clinicdb;328.tif;288;384;110592
cvc-clinicdb;329.tif;288;384;110592
cvc-clinicdb;33.tif;288;384;110592
cvc-clinicdb;330.tif;288;384;110592
cvc-clinicdb;331.tif;288;384;110592
cvc-clinicdb;332.tif;288;384;110592
cvc-clinicdb;333.tif;288;384;110592
cvc-clinicdb;334.tif;288;384;110592
cvc-clinicdb;335.tif;288;384;110592
cvc-clinicdb;336.tif;288;384;110592
cvc-clinicdb;337.tif;288;384;110592
cvc-clinicdb;338.tif;288;384;110592
cvc-clinicdb;339.tif;288;384;110592
cvc-clinicdb;34.tif;288;384;110592
cvc-clinicdb;340.tif;288;384;110592
cvc-clinicdb;341.tif;288;384;110592
cvc-clinicdb;342.tif;288;384;110592
cvc-clinicdb;343.tif;288;384;110592
cvc-clinicdb;344.tif;288;384;110592
cvc-clinicdb;345.tif;288;384;110592
cvc-clinicdb;346.tif;288;384;110592
cvc-clinicdb;347.tif;288;384;110592
cvc-clinicdb;348.tif;288;384;110592
cvc-clinicdb;349.tif;288;384;110592
cvc-clinicdb;35.tif;288;384;110592
cvc-clinicdb;350.tif;288;384;110592
cvc-clinicdb;351.tif;288;384;110592
cvc-clinicdb;352.tif;288;384;110592
cvc-clinicdb;353.tif;288;384;110592
cvc-clinicdb;354.tif;288;384;110592
cvc-clinicdb;355.tif;288;384;110592
cvc-clinicdb;356.tif;288;384;110592
cvc-clinicdb;357.tif;288;384;110592
cvc-clinicdb;358.tif;288;384;110592
cvc-clinicdb;359.tif;288;384;110592
cvc-clinicdb;36.tif;288;384;110592
cvc-clinicdb;360.tif;288;384;110592
cvc-clinicdb;361.tif;288;384;110592
cvc-clinicdb;362.tif;288;384;110592
cvc-clinicdb;363.tif;288;384;110592
cvc-clinicdb;364.tif;288;384;110592
cvc-clinicdb;365.tif;288;384;110592
cvc-clinicdb;366.tif;288;384;110592
cvc-clinicdb;367.tif;288;384;110592
cvc-clinicdb;368.tif;288;384;110592
cvc-clinicdb;369.tif;288;384;110592
cvc-clinicdb;37.tif;288;384;110592
cvc-clinicdb;370.tif;288;384;110592
cvc-clinicdb;371.tif;288;384;110592
cvc-clinicdb;372.tif;288;384;110592
cvc-clinicdb;373.tif;288;384;110592
cvc-clinicdb;374.tif;288;384;110592
cvc-clinicdb;375.tif;288;384;110592
cvc-clinicdb;376.tif;288;384;110592
cvc-clinicdb;377.tif;288;384;110592
cvc-clinicdb;378.tif;288;384;110592
cvc-clinicdb;379.tif;288;384;110592
cvc-clinicdb;38.tif;288;384;110592
cvc-clinicdb;380.tif;288;384;110592
cvc-clinicdb;381.tif;288;384;110592
cvc-clinicdb;382.tif;288;384;110592
cvc-clinicdb;383.tif;288;384;110592
cvc-clinicdb;384.tif;288;384;110592
cvc-clinicdb;385.tif;288;384;110592
cvc-clinicdb;386.tif;288;384;110592
cvc-clinicdb;387.tif;288;384;110592
cvc-clinicdb;388.tif;288;384;110592
cvc-clinicdb;389.tif;288;384;110592
cvc-clinicdb;39.tif;288;384;110592
cvc-clinicdb;390.tif;288;384;110592
cvc-clinicdb;391.tif;288;384;110592
cvc-clinicdb;392.tif;288;384;110592
cvc-clinicdb;393.tif;288;384;110592
cvc-clinicdb;394.tif;288;384;110592
cvc-clinicdb;395.tif;288;384;110592
cvc-clinicdb;396.tif;288;384;110592
cvc-clinicdb;397.tif;288;384;110592
cvc-clinicdb;398.tif;288;384;110592
cvc-clinicdb;399.tif;288;384;110592
cvc-clinicdb;4.tif;288;384;110592
cvc-clinicdb;40.tif;288;384;110592
cvc-clinicdb;400.tif;288;384;110592
cvc-clinicdb;401.tif;288;384;110592
cvc-clinicdb;402.tif;288;384;110592
cvc-clinicdb;403.tif;288;384;110592
cvc-clinicdb;404.tif;288;384;110592
cvc-clinicdb;405.tif;288;384;110592
cvc-clinicdb;406.tif;288;384;110592
cvc-clinicdb;407.tif;288;384;110592
cvc-clinicdb;408.tif;288;384;110592
cvc-clinicdb;409.tif;288;384;110592
cvc-clinicdb;41.tif;288;384;110592
cvc-clinicdb;410.tif;288;384;110592
cvc-clinicdb;411.tif;288;384;110592
cvc-clinicdb;412.tif;288;384;110592
cvc-clinicdb;413.tif;288;384;110592
cvc-clinicdb;414.tif;288;384;110592
cvc-clinicdb;415.tif;288;384;110592
cvc-clinicdb;416.tif;288;384;110592
cvc-clinicdb;417.tif;288;384;110592
cvc-clinicdb;418.tif;288;384;110592
cvc-clinicdb;419.tif;288;384;110592
cvc-clinicdb;42.tif;288;384;110592
cvc-clinicdb;420.tif;288;384;110592
cvc-clinicdb;421.tif;288;384;110592
cvc-clinicdb;422.tif;288;384;110592
cvc-clinicdb;423.tif;288;384;110592
cvc-clinicdb;424.tif;288;384;110592
cvc-clinicdb;425.tif;288;384;110592
cvc-clinicdb;426.tif;288;384;110592
cvc-clinicdb;427.tif;288;384;110592
cvc-clinicdb;428.tif;288;384;110592
cvc-clinicdb;429.tif;288;384;110592
cvc-clinicdb;43.tif;288;384;110592
cvc-clinicdb;430.tif;288;384;110592
cvc-clinicdb;431.tif;288;384;110592
cvc-clinicdb;432.tif;288;384;110592
cvc-clinicdb;433.tif;288;384;110592
cvc-clinicdb;434.tif;288;384;110592
cvc-clinicdb;435.tif;288;384;110592
cvc-clinicdb;436.tif;288;384;110592
cvc-clinicdb;437.tif;288;384;110592
cvc-clinicdb;438.tif;288;384;110592
cvc-clinicdb;439.tif;288;384;110592
cvc-clinicdb;44.tif;288;384;110592
cvc-clinicdb;440.tif;288;384;110592
cvc-clinicdb;441.tif;288;384;110592
cvc-clinicdb;442.tif;288;384;110592
cvc-clinicdb;443.tif;288;384;110592
cvc-clinicdb;444.tif;288;384;110592
cvc-clinicdb;445.tif;288;384;110592
cvc-clinicdb;446.tif;288;384;110592
cvc-clinicdb;447.tif;288;384;110592
cvc-clinicdb;448.tif;288;384;110592
cvc-clinicdb;449.tif;288;384;110592
cvc-clinicdb;45.tif;288;384;110592
cvc-clinicdb;450.tif;288;384;110592
cvc-clinicdb;451.tif;288;384;110592
cvc-clinicdb;452.tif;288;384;110592
cvc-clinicdb;453.tif;288;384;110592
cvc-clinicdb;454.tif;288;384;110592
cvc-clinicdb;455.tif;288;384;110592
cvc-clinicdb;456.tif;288;384;110592
cvc-clinicdb;457.tif;288;384;110592
cvc-clinicdb;458.tif;288;384;110592
cvc-clinicdb;459.tif;288;384;110592
cvc-clinicdb;46.tif;288;384;110592
cvc-clinicdb;460.tif;288;384;110592
cvc-clinicdb;461.tif;288;384;110592
cvc-clinicdb;462.tif;288;384;110592
cvc-clinicdb;463.tif;288;384;110592
cvc-clinicdb;464.tif;288;384;110592
cvc-clinicdb;465.tif;288;384;110592
cvc-clinicdb;466.tif;288;384;110592
cvc-clinicdb;467.tif;288;384;110592
cvc-clinicdb;468.tif;288;384;110592
cvc-clinicdb;469.tif;288;384;110592
cvc-clinicdb;47.tif;288;384;110592
cvc-clinicdb;470.tif;288;384;110592
cvc-clinicdb;471.tif;288;384;110592
cvc-clinicdb;472.tif;288;384;110592
cvc-clinicdb;473.tif;288;384;110592
cvc-clinicdb;474.tif;288;384;110592
cvc-clinicdb;475.tif;288;384;110592
cvc-clinicdb;476.tif;288;384;110592
cvc-clinicdb;477.tif;288;384;110592
cvc-clinicdb;478.tif;288;384;110592
cvc-clinicdb;479.tif;288;384;110592
cvc-clinicdb;48.tif;288;384;110592
cvc-clinicdb;480.tif;288;384;110592
cvc-clinicdb;481.tif;288;384;110592
cvc-clinicdb;482.tif;288;384;110592
cvc-clinicdb;483.tif;288;384;110592
cvc-clinicdb;484.tif;288;384;110592
cvc-clinicdb;485.tif;288;384;110592
cvc-clinicdb;486.tif;288;384;110592
cvc-clinicdb;487.tif;288;384;110592
cvc-clinicdb;488.tif;288;384;110592
cvc-clinicdb;489.tif;288;384;110592
cvc-clinicdb;49.tif;288;384;110592
cvc-clinicdb;490.tif;288;384;110592
cvc-clinicdb;491.tif;288;384;110592
cvc-clinicdb;492.tif;288;384;110592
cvc-clinicdb;493.tif;288;384;110592
cvc-clinicdb;494.tif;288;384;110592
cvc-clinicdb;495.tif;288;384;110592
cvc-clinicdb;496.tif;288;384;110592
cvc-clinicdb;497.tif;288;384;110592
cvc-clinicdb;498.tif;288;384;110592
cvc-clinicdb;499.tif;288;384;110592
cvc-clinicdb;5.tif;288;384;110592
cvc-clinicdb;50.tif;288;384;110592
cvc-clinicdb;500.tif;288;384;110592
cvc-clinicdb;501.tif;288;384;110592
cvc-clinicdb;502.tif;288;384;110592
cvc-clinicdb;503.tif;288;384;110592
cvc-clinicdb;504.tif;288;384;110592
cvc-clinicdb;505.tif;288;384;110592
cvc-clinicdb;506.tif;288;384;110592
cvc-clinicdb;507.tif;288;384;110592
cvc-clinicdb;508.tif;288;384;110592
cvc-clinicdb;509.tif;288;384;110592
cvc-clinicdb;51.tif;288;384;110592
cvc-clinicdb;510.tif;288;384;110592
cvc-clinicdb;511.tif;288;384;110592
cvc-clinicdb;512.tif;288;384;110592
cvc-clinicdb;513.tif;288;384;110592
cvc-clinicdb;514.tif;288;384;110592
cvc-clinicdb;515.tif;288;384;110592
cvc-clinicdb;516.tif;288;384;110592
cvc-clinicdb;517.tif;288;384;110592
cvc-clinicdb;518.tif;288;384;110592
cvc-clinicdb;519.tif;288;384;110592
cvc-clinicdb;52.tif;288;384;110592
cvc-clinicdb;520.tif;288;384;110592
cvc-clinicdb;521.tif;288;384;110592
cvc-clinicdb;522.tif;288;384;110592
cvc-clinicdb;523.tif;288;384;110592
cvc-clinicdb;524.tif;288;384;110592
cvc-clinicdb;525.tif;288;384;110592
cvc-clinicdb;526.tif;288;384;110592
cvc-clinicdb;527.tif;288;384;110592
cvc-clinicdb;528.tif;288;384;110592
cvc-clinicdb;529.tif;288;384;110592
cvc-clinicdb;53.tif;288;384;110592
cvc-clinicdb;530.tif;288;384;110592
cvc-clinicdb;531.tif;288;384;110592
cvc-clinicdb;532.tif;288;384;110592
cvc-clinicdb;533.tif;288;384;110592
cvc-clinicdb;534.tif;288;384;110592
cvc-clinicdb;535.tif;288;384;110592
cvc-clinicdb;536.tif;288;384;110592
cvc-clinicdb;537.tif;288;384;110592
cvc-clinicdb;538.tif;288;384;110592
cvc-clinicdb;539.tif;288;384;110592
cvc-clinicdb;54.tif;288;384;110592
cvc-clinicdb;540.tif;288;384;110592
cvc-clinicdb;541.tif;288;384;110592
cvc-clinicdb;542.tif;288;384;110592
cvc-clinicdb;543.tif;288;384;110592
cvc-clinicdb;544.tif;288;384;110592
cvc-clinicdb;545.tif;288;384;110592
cvc-clinicdb;546.tif;288;384;110592
cvc-clinicdb;547.tif;288;384;110592
cvc-clinicdb;548.tif;288;384;110592
cvc-clinicdb;549.tif;288;384;110592
cvc-clinicdb;55.tif;288;384;110592
cvc-clinicdb;550.tif;288;384;110592
cvc-clinicdb;551.tif;288;384;110592
cvc-clinicdb;552.tif;288;384;110592
cvc-clinicdb;553.tif;288;384;110592
cvc-clinicdb;554.tif;288;384;110592
cvc-clinicdb;555.tif;288;384;110592
cvc-clinicdb;556.tif;288;384;110592
cvc-clinicdb;557.tif;288;384;110592
cvc-clinicdb;558.tif;288;384;110592
cvc-clinicdb;559.tif;288;384;110592
cvc-clinicdb;56.tif;288;384;110592
cvc-clinicdb;560.tif;288;384;110592
cvc-clinicdb;561.tif;288;384;110592
cvc-clinicdb;562.tif;288;384;110592
cvc-clinicdb;563.tif;288;384;110592
cvc-clinicdb;564.tif;288;384;110592
cvc-clinicdb;565.tif;288;384;110592
cvc-clinicdb;566.tif;288;384;110592
cvc-clinicdb;567.tif;288;384;110592
cvc-clinicdb;568.tif;288;384;110592
cvc-clinicdb;569.tif;288;384;110592
cvc-clinicdb;57.tif;288;384;110592
cvc-clinicdb;570.tif;288;384;110592
cvc-clinicdb;571.tif;288;384;110592
cvc-clinicdb;572.tif;288;384;110592
cvc-clinicdb;573.tif;288;384;110592
cvc-clinicdb;574.tif;288;384;110592
cvc-clinicdb;575.tif;288;384;110592
cvc-clinicdb;576.tif;288;384;110592
cvc-clinicdb;577.tif;288;384;110592
cvc-clinicdb;578.tif;288;384;110592
cvc-clinicdb;579.tif;288;384;110592
cvc-clinicdb;58.tif;288;384;110592
cvc-clinicdb;580.tif;288;384;110592
cvc-clinicdb;581.tif;288;384;110592
cvc-clinicdb;582.tif;288;384;110592
cvc-clinicdb;583.tif;288;384;110592
cvc-clinicdb;584.tif;288;384;110592
cvc-clinicdb;585.tif;288;384;110592
cvc-clinicdb;586.tif;288;384;110592
cvc-clinicdb;587.tif;288;384;110592
cvc-clinicdb;588.tif;288;384;110592
cvc-clinicdb;589.tif;288;384;110592
cvc-clinicdb;59.tif;288;384;110592
cvc-clinicdb;590.tif;288;384;110592
cvc-clinicdb;591.tif;288;384;110592
cvc-clinicdb;592.tif;288;384;110592
cvc-clinicdb;593.tif;288;384;110592
cvc-clinicdb;594.tif;288;384;110592
cvc-clinicdb;595.tif;288;384;110592
cvc-clinicdb;596.tif;288;384;110592
cvc-clinicdb;597.tif;288;384;110592
cvc-clinicdb;598.tif;288;384;110592
cvc-clinicdb;599.tif;288;384;110592
cvc-clinicdb;6.tif;288;384;110592
cvc-clinicdb;60.tif;288;384;110592
cvc-clinicdb;600.tif;288;384;110592
cvc-clinicdb;601.tif;288;384;110592
cvc-clinicdb;602.tif;288;384;110592
cvc-clinicdb;603.tif;288;384;110592
cvc-clinicdb;604.tif;288;384;110592
cvc-clinicdb;605.tif;288;384;110592
cvc-clinicdb;606.tif;288;384;110592
cvc-clinicdb;607.tif;288;384;110592
cvc-clinicdb;608.tif;288;384;110592
cvc-clinicdb;609.tif;288;384;110592
cvc-clinicdb;61.tif;288;384;110592
cvc-clinicdb;610.tif;288;384;110592
cvc-clinicdb;611.tif;288;384;110592
cvc-clinicdb;612.tif;288;384;110592
cvc-clinicdb;62.tif;288;384;110592
cvc-clinicdb;63.tif;288;384;110592
cvc-clinicdb;64.tif;288;384;110592
cvc-clinicdb;65.tif;288;384;110592
cvc-clinicdb;66.tif;288;384;110592
cvc-clinicdb;67.tif;288;384;110592
cvc-clinicdb;68.tif;288;384;110592
cvc-clinicdb;69.tif;288;384;110592
cvc-clinicdb;7.tif;288;384;110592
cvc-clinicdb;70.tif;288;384;110592
cvc-clinicdb;71.tif;288;384;110592
cvc-clinicdb;72.tif;288;384;110592
cvc-clinicdb;73.tif;288;384;110592
cvc-clinicdb;74.tif;288;384;110592
cvc-clinicdb;75.tif;288;384;110592
cvc-clinicdb;76.tif;288;384;110592
cvc-clinicdb;77.tif;288;384;110592
cvc-clinicdb;78.tif;288;384;110592
cvc-clinicdb;79.tif;288;384;110592
cvc-clinicdb;8.tif;288;384;110592
cvc-clinicdb;80.tif;288;384;110592
cvc-clinicdb;81.tif;288;384;110592
cvc-clinicdb;82.tif;288;384;110592
cvc-clinicdb;83.tif;288;384;110592
cvc-clinicdb;84.tif;288;384;110592
cvc-clinicdb;85.tif;288;384;110592
cvc-clinicdb;86.tif;288;384;110592
cvc-clinicdb;87.tif;288;384;110592
cvc-clinicdb;88.tif;288;384;110592
cvc-clinicdb;89.tif;288;384;110592
cvc-clinicdb;9.tif;288;384;110592
cvc-clinicdb;90.tif;288;384;110592
cvc-clinicdb;91.tif;288;384;110592
cvc-clinicdb;92.tif;288;384;110592
cvc-clinicdb;93.tif;288;384;110592
cvc-clinicdb;94.tif;288;384;110592
cvc-clinicdb;95.tif;288;384;110592
cvc-clinicdb;96.tif;288;384;110592
cvc-clinicdb;97.tif;288;384;110592
cvc-clinicdb;98.tif;288;384;110592
cvc-clinicdb;99.tif;288;384;110592
